home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11
9825,8654,0,2,30859,26154,35606,46539,38521,159594,37436,75489,36378,196386,46469,169756,109897,35110,49543,155782,37169,575789,148302,25496,18506,192899
8678,10252,0,1,30974,35515,24625,156013,68237,155913,46810,23629,24381,185236,184321,69650,183500,24208,161414,473853,261313,179410,182223,23991,154280,23264
8455,10003,2,2,170323,31306,23783,30627,72541,115067,30613,94086,128864,107417,19243,30973,111800,155050,24948,102356,127130,144996,95955,157729,52563,26344
8668,9817,2,2,31465,77690,263653,23268,316688,23782,101192,26151,160713,215384,181276,30455,213809,41927,40548,35712,41365,30966,24915,37411,71724,72436
8197,8472,4,2,37770,67850,38899,23571,139671,103419,173317,214570,278343,20694,286119,103428,22964,26108,165526,180330,35443,25150,109058,24159,30348,42598
10260,8586,1,0,109060,46820,165823,161012,362694,34944,46893,41468,303824,23354,30829,37193,159833,160599,37762,276121,500520,361315,41008,157723,110189,194165
10261,8466,2,2,24229,104482,30929,277761,240236,109652,160243,94550,108038,39968,46700,30841,160627,26552,72665,538112,23792,166676,94267,303339,109491,41280
9850,9826,1,3,40602,32616,24903,26209,231801,46354,24583,40100,35493,32734,37779,119079,146830,23837,23030,183519,35345,26160,28901,198510,149917,35523
10194,8650,0,1,288880,34036,119541,173382,37194,199291,23253,33881,39109,26434,72735,37868,157838,114268,22764,568571,184536,156008,38807,280653,37234,148315
8659,8456,0,3,23021,169162,23257,33086,163200,25075,175947,24171,24148,39225,239807,31432,26111,39027,156551,16351,36615,40196,33991,37459,246575,143365
9825,8668,2,1,30859,427438,177503,46539,38521,159594,37436,196386,36378,50047,46469,31465,77690,263653,23268,316688,101192,23782,251925,215384,30895,181276
10252,10003,1,2,69650,32870,24208,33086,30352,183500,179410,154280,23264,312765,107415,30973,111800,155050,24948,102356,144996,127130,95955,157729,52563,26344
8678,8586,1,5,30974,35515,156013,24216,68237,155913,24381,23629,46810,185236,35523,26295,46353,159833,160599,37762,41008,174850,157723,361315,363333,194165
8197,9826,1,0,37770,49571,23571,38899,43061,139671,173317,319300,214570,278343,286119,36283,23358,23837,26777,154271,28901,26160,46417,35345,160194,24157
8650,8466,1,1,37868,157838,22764,94043,314605,307021,95327,38807,184536,37234,426202,30841,26552,209405,160627,46010,166676,209384,94267,23792,303339,41280
10260,8456,0,0,182917,35327,186137,165823,161035,30872,164676,46893,41468,413557,30829,31432,26111,16351,39027,174321,40196,169200,101103,246575,36615,143365
9850,8659,0,1,40602,24903,72417,26209,231801,201664,40100,46354,23538,35493,38369,23021,169162,32441,43248,23257,33468,24148,113968,175947,51545,239807
10194,9817,0,2,288880,34036,119541,200962,37194,23253,39109,176300,96643,110148,172321,30455,213809,40548,114769,417068,22991,41365,24915,72436,25816,101419
8472,10261,3,0,103428,432040,24150,26108,22964,25150,109330,24159,39139,42598,32627,23979,104482,277761,30929,308932,94550,38373,160243,108038,479020,351860
8654,8455,2,1,169756,214685,109897,24751,155782,148302,37169,18506,210276,25496,192899,46518,281207,23783,30627,72541,79574,115067,94086,30613,107417,19243
8455,8650,1,3,46518,281207,23783,30627,72541,79574,32345,94086,128864,107417,19243,37868,157838,22764,94043,314605,38807,95327,307021,37234,184536,242709
9826,10260,0,0,36283,154271,23837,23030,146830,26160,28901,198510,35345,160194,363340,182917,46820,165823,161012,161035,46893,30872,41468,164676,413557,30829
8668,8472,6,2,31465,77690,263653,213878,193859,101192,23782,251925,215384,30922,181276,103428,165526,30362,22964,432040,25150,109330,180330,24159,30348,32627
8456,9850,2,1,31432,26111,39027,174321,16351,33991,36615,40196,169200,643709,143365,40602,24903,72417,26209,25667,231801,40100,71502,23538,46354,31953
10261,10194,0,0,23979,104482,277761,30929,308932,94550,38373,109652,108038,351860,479020,288880,34036,40695,200962,37194,39109,23253,176300,96643,110148,33881
8466,8678,2,0,30841,160627,26552,209405,46010,166676,209384,23792,303339,94267,41280,38617,160447,35515,24216,68237,155913,23629,155129,46810,24381,35523
10003,9825,0,3,30973,111800,155050,24948,102356,144996,127130,95955,157729,52563,26344,30859,427438,35606,46539,38521,159594,37436,242094,36378,50047,46469
8586,10252,3,1,26295,159833,160599,37762,46353,361315,363333,174850,41008,157723,194165,69650,32870,161414,33086,30352,183500,56972,182223,23991,312765,23264
9817,8654,2,0,30455,213809,114769,40548,417068,41365,22991,25816,72436,24915,101419,169756,214685,109897,24751,155782,148302,37169,210276,25496,106228,47382
8659,8197,2,3,23021,169162,32441,43248,23257,33468,24148,113968,175947,239807,51545,37770,49571,23571,38899,214570,278343,173317,319300,139671,26554,286119
9825,8586,1,1,30859,26154,35606,46539,38521,159594,37436,242094,36378,50047,46469,26295,159833,160599,37762,46353,361315,363333,174850,41008,157723,194165
10252,8456,0,0,69650,32870,161414,24208,473853,261313,56972,179410,358289,154280,23991,31432,26111,39027,174321,16351,40196,101103,169200,36615,246575,143365
8678,10261,0,1,38617,160447,35515,24216,68237,155913,46810,23629,160496,155129,185236,23979,104482,277761,30929,308932,94550,109652,38373,108038,479020,351860
8197,9817,2,1,37770,49571,23571,38899,43061,139671,173317,319300,214570,278343,286119,30455,213809,114769,40548,417068,24915,22991,41365,25816,72436,101419
8650,9826,1,2,37868,157838,22764,94043,314605,307021,95327,280653,184536,37234,148315,36283,154271,23837,23030,183519,26160,28901,198510,35345,160194,46417
10260,8659,2,0,182917,23354,165823,161012,161035,34944,30872,41468,30829,299215,413557,23021,169162,32441,43248,23257,24148,113968,175947,24171,33468,51545
9850,10003,1,0,40602,265918,72417,26209,25667,46354,40100,24393,231801,35493,31953,30973,111800,155050,24948,102356,144996,127130,95955,157729,52563,26344
10194,8455,1,0,288880,34036,40695,200962,37194,23253,39109,176300,96643,110148,33881,46518,72541,281207,30627,324910,79574,115067,150250,94086,107417,19243
8472,8466,0,1,103428,432040,165526,26108,22964,109330,118929,24159,39139,520230,32627,30841,72665,26552,209405,46010,23792,209384,303339,279490,94267,41280
8654,8668,1,1,169756,214685,109897,35110,155782,148302,37169,210276,25496,106228,47382,31465,77690,263653,213878,316688,101192,23782,251925,215384,30922,181276
8455,9850,1,0,46518,31306,281207,30627,467354,30613,115067,94086,107417,150250,19243,40602,265918,72417,26209,25667,201664,46354,71502,24393,231801,38369
9826,8472,0,1,36283,146830,23837,23030,183519,26160,28901,198510,160194,35345,169721,103428,165526,24150,26108,22964,35443,109330,25150,180330,32627,30348
8668,10252,4,0,31465,77690,263653,213878,316688,101192,23782,251925,215384,30922,181276,69650,32870,24208,161414,30352,179410,182223,261313,358289,154280,312765
8456,8650,1,4,31432,26111,30459,156551,16351,36615,101103,33991,169200,246575,37412,37868,157838,22764,114268,314605,307021,95327,38807,37234,184536,242709
10261,8197,0,3,23979,104482,277761,30929,308932,94550,109652,38373,108038,351860,479020,37770,49571,23571,38899,43061,278343,319300,173317,139671,26554,286119
8466,10194,0,1,30841,160627,26552,209405,46010,166676,209384,23293,23792,94267,41280,288880,34036,40695,200962,37194,23253,39109,176300,96643,110148,33881
10003,8678,2,2,30973,111800,165704,24948,102356,127130,144996,95955,23882,38831,150026,38617,35515,156013,24216,68237,155913,23629,46810,160496,155129,185236
8586,8654,4,1,26295,159833,160599,37762,46353,361315,363333,212867,41008,157723,194165,169756,214685,109897,35110,155782,37169,148302,106228,210276,192899,47382
9817,10260,1,2,30455,213809,40548,114769,24915,41365,22991,37411,72436,25816,101419,182917,23354,186137,165823,161012,46893,30872,41468,164676,299215,303824
8659,9825,2,1,23021,169162,26527,43248,23257,113968,24148,24171,33468,175947,51545,30859,427438,35606,46539,38521,37436,159594,50047,36378,78513,46469
10252,9817,2,3,69650,32870,24208,161414,30352,261313,56972,179410,358289,154280,23991,30455,213809,40548,114769,417068,41365,22991,165773,72436,25816,101419
8678,8668,3,3,38617,35515,156013,24216,68237,155913,46810,23629,160496,155129,185236,31465,77690,213878,263653,316688,101192,23782,251925,215384,30922,181276
9826,10261,5,1,36283,146830,23837,23030,183519,26160,28901,160194,35345,198510,169721,23979,104482,277761,30929,308932,160243,109652,94550,108038,479020,46700
8197,10260,1,1,37770,49571,38899,23571,43061,278343,173317,319300,139671,20694,286119,182917,575780,165823,161012,46820,30872,34944,23354,41468,413557,30829
8650,10003,1,0,37868,157838,22764,114268,314605,38807,307021,280653,242709,37234,148315,30973,111800,165704,24948,102356,23882,144996,38831,157729,95955,150026
8456,8466,3,1,28955,26111,30459,174321,16351,40196,78324,169200,36615,246575,37412,30841,72665,26552,209405,46010,166676,212470,303339,23792,279490,23293
9850,9825,1,1,40602,265918,72417,26209,25667,24393,32734,46354,35493,231801,37779,30859,427438,35606,46539,38521,23688,37436,75489,36378,50047,46469
8472,10194,2,0,103428,165526,24150,26108,432040,35443,109330,25150,180330,32627,30348,288880,34036,40695,200962,37194,23253,39109,176300,96643,110148,33881
8586,8455,0,0,26295,159833,160599,37762,46353,361315,160448,212867,41008,157723,194165,46518,31306,281207,23783,72541,115067,30613,94086,128864,150250,107417
8654,8659,1,1,169756,214685,49543,35110,155782,148302,163919,106228,210276,18506,192899,23021,169162,43248,32441,26527,24148,113968,33468,24171,175947,51545
9825,8472,3,1,30859,427438,35606,46539,38521,23688,75489,242094,36378,196386,46469,103428,432040,165526,24150,26108,180330,520230,109330,39139,184822,32627
8455,8678,0,1,170323,31306,281207,23783,324910,30613,115067,94086,128864,150250,107417,30974,160447,35515,156013,68237,23629,155913,46810,155129,160496,185236
8668,9826,1,1,31465,77690,263653,213878,316688,160713,23782,251925,215384,30922,181276,36283,146830,23837,23030,183519,26160,8985,28901,35345,169721,160194
10260,8654,0,0,182917,575780,165823,161012,46820,46893,30872,41468,39618,299215,413557,169756,109897,35110,49543,155782,148302,23678,37169,18506,47382,106228
10261,8650,2,0,23979,104482,30929,277761,308932,94550,160243,109652,108038,103899,46700,37868,157838,22764,114268,314605,47558,95327,38807,280653,148315,242709
8466,10252,1,1,30841,160627,26552,209405,46010,166676,279490,303339,23792,94267,41280,69650,32870,257847,33086,183500,261313,56972,179410,154280,107415,23991
